index;OrderDate;Country;LineTotal;ProductName;ProductNumber;Class;Product_name;Size
1066;2011-07-01;DE;57.6808;Long-Sleeve Logo Jersey, M;LJ-0192-M;L;Long-Sleeve Logo Jersey; M
1075;2011-07-01;DE;22.8;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
1078;2011-07-01;DE;11.4;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
1105;2011-07-01;DE;15.5595;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
1113;2011-07-01;DE;31.119;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
1114;2011-07-01;DE;15.5595;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
1118;2011-07-01;DE;10.373;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
1127;2011-07-01;DE;874.794;Road-450 Red, 60;BK-R68R-60;M;Road-450 Red; 60
1129;2011-07-01;DE;874.794;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
1135;2011-07-01;DE;2624.382;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
1140;2011-07-01;DE;1749.588;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
1141;2011-07-01;DE;356.898;ML Road Frame - Red, 48;FR-R72R-48;M;ML Road Frame - Red; 48
1148;2011-07-01;DE;1749.588;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
1151;2011-07-01;DE;2624.382;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1158;2011-07-01;DE;1749.588;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1164;2011-07-01;DE;5248.764;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1179;2011-07-01;DE;1749.588;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1182;2011-07-01;DE;356.898;ML Road Frame - Red, 52;FR-R72R-52;M;ML Road Frame - Red; 52
1183;2011-07-01;DE;874.794;Road-450 Red, 60;BK-R68R-60;M;Road-450 Red; 60
1187;2011-07-01;DE;1749.588;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1191;2011-07-01;DE;874.794;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1194;2011-07-01;DE;8747.94;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
1198;2011-07-01;DE;1749.588;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1203;2011-07-01;DE;1749.588;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
1212;2011-07-01;DE;1749.588;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1216;2011-07-01;DE;1427.592;ML Road Frame - Red, 48;FR-R72R-48;M;ML Road Frame - Red; 48
1227;2011-07-01;DE;40.373;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
1229;2011-07-01;DE;40.373;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
1231;2011-07-01;DE;80.746;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
1233;2011-07-01;DE;20.1865;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
1242;2011-07-01;DE;100.9325;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
1247;2011-07-01;DE;20.1865;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
1251;2011-07-01;DE;100.9325;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
1255;2011-07-01;DE;60.5595;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
1267;2011-07-01;DE;20.1865;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
1268;2011-07-01;DE;60.5595;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
1271;2011-07-01;DE;20.1865;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
1272;2011-07-01;DE;20.1865;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
1276;2011-07-01;DE;20.1865;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
1286;2011-07-01;DE;40.373;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
501;2011-07-01;FR;3578.27;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
506;2011-07-01;FR;10124.97;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
507;2011-07-01;FR;1445.1898;HL Mountain Frame - Silver, 38;FR-M94S-38;H;HL Mountain Frame - Silver; 38
514;2011-07-01;FR;6074.982;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
519;2011-07-01;FR;2024.994;Mountain-100 Black, 38;BK-M82B-38;H;Mountain-100 Black; 38
528;2011-07-01;FR;2146.962;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
538;2011-07-01;FR;2024.994;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
544;2011-07-01;FR;6074.982;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
549;2011-07-01;FR;809.76;HL Mountain Frame - Black, 48;FR-M94B-48;H;HL Mountain Frame - Black; 48
553;2011-07-01;FR;4049.988;Mountain-100 Black, 48;BK-M82B-48;H;Mountain-100 Black; 48
561;2011-07-01;FR;2024.994;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
571;2011-07-01;FR;4049.988;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
572;2011-07-01;FR;2146.962;Road-150 Red, 62;BK-R93R-62;H;Road-150 Red; 62
575;2011-07-01;FR;4049.988;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
578;2011-07-01;FR;8159.976;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
586;2011-07-01;FR;4293.924;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
605;2011-07-01;FR;2039.994;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
619;2011-07-01;FR;2429.28;HL Mountain Frame - Black, 48;FR-M94B-48;H;HL Mountain Frame - Black; 48
622;2011-07-01;FR;10199.97;Mountain-100 Silver, 44;BK-M82S-44;H;Mountain-100 Silver; 44
634;2011-07-01;FR;2024.994;Mountain-100 Black, 48;BK-M82B-48;H;Mountain-100 Black; 48
636;2011-07-01;FR;4049.988;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
637;2011-07-01;FR;14279.958;Mountain-100 Silver, 44;BK-M82S-44;H;Mountain-100 Silver; 44
638;2011-07-01;FR;4079.988;Mountain-100 Silver, 48;BK-M82S-48;H;Mountain-100 Silver; 48
639;2011-07-01;FR;2167.7847;HL Mountain Frame - Silver, 46;FR-M94S-46;H;HL Mountain Frame - Silver; 46
640;2011-07-01;FR;10199.97;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
656;2011-07-01;FR;6074.982;Mountain-100 Black, 38;BK-M82B-38;H;Mountain-100 Black; 38
658;2011-07-01;FR;10124.97;Mountain-100 Black, 48;BK-M82B-48;H;Mountain-100 Black; 48
660;2011-07-01;FR;1445.1898;HL Mountain Frame - Silver, 38;FR-M94S-38;H;HL Mountain Frame - Silver; 38
662;2011-07-01;FR;714.7043;HL Mountain Frame - Black, 42;FR-M94B-42;H;HL Mountain Frame - Black; 42
668;2011-07-01;FR;8099.976;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
677;2011-07-01;FR;4293.924;Road-150 Red, 62;BK-R93R-62;H;Road-150 Red; 62
679;2011-07-01;FR;8159.976;Mountain-100 Silver, 38;BK-M82S-38;H;Mountain-100 Silver; 38
680;2011-07-01;FR;4079.988;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
681;2011-07-01;FR;4049.988;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
692;2011-07-01;FR;6119.982;Mountain-100 Silver, 48;BK-M82S-48;H;Mountain-100 Silver; 48
697;2011-07-01;FR;12149.964;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
698;2011-07-01;FR;4049.988;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
701;2011-07-01;FR;714.7043;HL Mountain Frame - Black, 42;FR-M94B-42;H;HL Mountain Frame - Black; 42
709;2011-07-01;FR;2039.994;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
710;2011-07-01;FR;6119.982;Mountain-100 Silver, 48;BK-M82S-48;H;Mountain-100 Silver; 48
711;2011-07-01;FR;2039.994;Mountain-100 Silver, 44;BK-M82S-44;H;Mountain-100 Silver; 44
712;2011-07-01;FR;6074.982;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
713;2011-07-01;FR;2146.962;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
719;2011-07-01;FR;4079.988;Mountain-100 Silver, 48;BK-M82S-48;H;Mountain-100 Silver; 48
723;2011-07-01;FR;4293.924;Road-150 Red, 62;BK-R93R-62;H;Road-150 Red; 62
734;2011-07-01;FR;2024.994;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
738;2011-07-01;FR;12149.964;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
740;2011-07-01;FR;809.76;HL Mountain Frame - Black, 48;FR-M94B-48;H;HL Mountain Frame - Black; 48
747;2011-07-01;FR;838.9178;Road-650 Red, 48;BK-R50R-48;L;Road-650 Red; 48
761;2011-07-01;FR;419.4589;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
772;2011-07-01;FR;183.9382;LL Road Frame - Red, 48;FR-R38R-48;L;LL Road Frame - Red; 48
776;2011-07-01;FR;419.4589;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
777;2011-07-01;FR;419.4589;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
786;2011-07-01;FR;357.1616;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
805;2011-07-01;FR;183.9382;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
818;2011-07-01;FR;1677.8356;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
819;2011-07-01;FR;183.9382;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
822;2011-07-01;FR;838.9178;Road-650 Red, 48;BK-R50R-48;L;Road-650 Red; 48
830;2011-07-01;FR;367.8764;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
849;2011-07-01;FR;419.4589;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
855;2011-07-01;FR;419.4589;Road-650 Red, 48;BK-R50R-48;L;Road-650 Red; 48
872;2011-07-01;FR;551.8146;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
880;2011-07-01;FR;178.5808;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
886;2011-07-01;FR;419.4589;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
887;2011-07-01;FR;838.9178;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
889;2011-07-01;FR;178.5808;LL Road Frame - Black, 58;FR-R38B-58;L;LL Road Frame - Black; 58
898;2011-07-01;FR;838.9178;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
899;2011-07-01;FR;2097.2945;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
909;2011-07-01;FR;838.9178;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
913;2011-07-01;FR;838.9178;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
930;2011-07-01;FR;838.9178;Road-650 Red, 52;BK-R50R-52;L;Road-650 Red; 52
932;2011-07-01;FR;3355.6712;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
942;2011-07-01;FR;357.1616;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
945;2011-07-01;FR;419.4589;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
947;2011-07-01;FR;367.8764;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
956;2011-07-01;FR;419.4589;Road-650 Red, 48;BK-R50R-48;L;Road-650 Red; 48
964;2011-07-01;FR;357.1616;LL Road Frame - Black, 58;FR-R38B-58;L;LL Road Frame - Black; 58
966;2011-07-01;FR;2097.2945;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
990;2011-07-01;FR;419.4589;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
992;2011-07-01;FR;551.8146;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
1003;2011-07-01;FR;551.8146;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
1005;2011-07-01;FR;1258.3767;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
1015;2011-07-01;FR;259.5636;Long-Sleeve Logo Jersey, L;LJ-0192-L;L;Long-Sleeve Logo Jersey; L
1027;2011-07-01;FR;28.8404;Long-Sleeve Logo Jersey, M;LJ-0192-M;L;Long-Sleeve Logo Jersey; M
1029;2011-07-01;FR;86.5212;Long-Sleeve Logo Jersey, XL;LJ-0192-X;L;Long-Sleeve Logo Jersey; XL
1030;2011-07-01;FR;57.6808;Long-Sleeve Logo Jersey, M;LJ-0192-M;L;Long-Sleeve Logo Jersey; M
1032;2011-07-01;FR;28.8404;Long-Sleeve Logo Jersey, XL;LJ-0192-X;L;Long-Sleeve Logo Jersey; XL
1055;2011-07-01;FR;28.8404;Long-Sleeve Logo Jersey, M;LJ-0192-M;L;Long-Sleeve Logo Jersey; M
1077;2011-07-01;FR;11.4;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
1080;2011-07-01;FR;109.725;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
1082;2011-07-01;FR;22.8;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
1085;2011-07-01;FR;11.4;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
1087;2011-07-01;FR;17.1;Mountain Bike Socks, L;SO-B909-L;L;Mountain Bike Socks; L
1093;2011-07-01;FR;34.2;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
1095;2011-07-01;FR;11.4;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
1096;2011-07-01;FR;28.5;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
1097;2011-07-01;FR;22.8;Mountain Bike Socks, M;SO-B909-M;L;Mountain Bike Socks; M
1116;2011-07-01;FR;15.5595;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
1117;2011-07-01;FR;36.3055;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
1122;2011-07-01;FR;10.373;AWC Logo Cap;CA-1098;L;AWC Logo Cap;
1126;2011-07-01;FR;874.794;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
1134;2011-07-01;FR;874.794;Road-450 Red, 60;BK-R68R-60;M;Road-450 Red; 60
1136;2011-07-01;FR;1749.588;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1139;2011-07-01;FR;2624.382;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
1146;2011-07-01;FR;1749.588;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
1153;2011-07-01;FR;874.794;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
1154;2011-07-01;FR;2624.382;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1163;2011-07-01;FR;874.794;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
1167;2011-07-01;FR;1749.588;Road-450 Red, 58;BK-R68R-58;M;Road-450 Red; 58
1170;2011-07-01;FR;874.794;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
1171;2011-07-01;FR;1749.588;Road-450 Red, 60;BK-R68R-60;M;Road-450 Red; 60
1202;2011-07-01;FR;874.794;Road-450 Red, 52;BK-R68R-52;M;Road-450 Red; 52
1204;2011-07-01;FR;874.794;Road-450 Red, 60;BK-R68R-60;M;Road-450 Red; 60
1215;2011-07-01;FR;874.794;Road-450 Red, 44;BK-R68R-44;M;Road-450 Red; 44
1228;2011-07-01;FR;20.1865;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
1230;2011-07-01;FR;80.746;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
1235;2011-07-01;FR;20.1865;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
1246;2011-07-01;FR;40.373;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
1256;2011-07-01;FR;20.1865;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
1257;2011-07-01;FR;40.373;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
1258;2011-07-01;FR;40.373;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
1262;2011-07-01;FR;80.746;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
1266;2011-07-01;FR;161.492;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
1273;2011-07-01;FR;20.1865;Sport-100 Helmet, Black;HL-U509;L;Sport-100 Helmet; -
1279;2011-07-01;FR;40.373;Sport-100 Helmet, Red;HL-U509-R;L;Sport-100 Helmet; -
1287;2011-07-01;FR;60.5595;Sport-100 Helmet, Blue;HL-U509-B;L;Sport-100 Helmet; -
505;2011-07-01;GB;1445.1898;HL Mountain Frame - Silver, 46;FR-M94S-46;H;HL Mountain Frame - Silver; 46
527;2011-07-01;GB;4079.988;Mountain-100 Silver, 48;BK-M82S-48;H;Mountain-100 Silver; 48
532;2011-07-01;GB;2039.994;Mountain-100 Silver, 44;BK-M82S-44;H;Mountain-100 Silver; 44
535;2011-07-01;GB;4049.988;Mountain-100 Black, 38;BK-M82B-38;H;Mountain-100 Black; 38
539;2011-07-01;GB;4293.924;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
541;2011-07-01;GB;2146.962;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
546;2011-07-01;GB;1429.4086;HL Mountain Frame - Black, 38;FR-M94B-38;H;HL Mountain Frame - Black; 38
548;2011-07-01;GB;4079.988;Mountain-100 Silver, 48;BK-M82S-48;H;Mountain-100 Silver; 48
550;2011-07-01;GB;10199.97;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
552;2011-07-01;GB;1637.4;HL Mountain Frame - Silver, 48;FR-M94S-52;H;HL Mountain Frame - Silver; 48
554;2011-07-01;GB;8099.976;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
567;2011-07-01;GB;1429.4086;HL Mountain Frame - Black, 42;FR-M94B-42;H;HL Mountain Frame - Black; 42
569;2011-07-01;GB;2167.7847;HL Mountain Frame - Silver, 46;FR-M94S-46;H;HL Mountain Frame - Silver; 46
584;2011-07-01;GB;2146.962;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
593;2011-07-01;GB;23663.9304;Mountain-100 Silver, 44;BK-M82S-44;H;Mountain-100 Silver; 44
594;2011-07-01;GB;809.76;HL Mountain Frame - Black, 48;FR-M94B-48;H;HL Mountain Frame - Black; 48
595;2011-07-01;GB;25447.4246;Mountain-100 Black, 38;BK-M82B-38;H;Mountain-100 Black; 38
598;2011-07-01;GB;1429.4086;HL Mountain Frame - Black, 42;FR-M94B-42;H;HL Mountain Frame - Black; 42
601;2011-07-01;GB;6119.982;Mountain-100 Silver, 38;BK-M82S-38;H;Mountain-100 Silver; 38
617;2011-07-01;GB;4293.924;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
620;2011-07-01;GB;20249.94;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
623;2011-07-01;GB;2456.1;HL Mountain Frame - Silver, 48;FR-M94S-52;H;HL Mountain Frame - Silver; 48
627;2011-07-01;GB;4049.988;Mountain-100 Black, 38;BK-M82B-38;H;Mountain-100 Black; 38
641;2011-07-01;GB;4049.988;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
646;2011-07-01;GB;2429.28;HL Mountain Frame - Black, 48;FR-M94B-48;H;HL Mountain Frame - Black; 48
649;2011-07-01;GB;6119.982;Mountain-100 Silver, 44;BK-M82S-44;H;Mountain-100 Silver; 44
650;2011-07-01;GB;6119.982;Mountain-100 Silver, 38;BK-M82S-38;H;Mountain-100 Silver; 38
657;2011-07-01;GB;8099.976;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
661;2011-07-01;GB;714.7043;HL Mountain Frame - Black, 38;FR-M94B-38;H;HL Mountain Frame - Black; 38
686;2011-07-01;GB;6119.982;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
689;2011-07-01;GB;2024.994;Mountain-100 Black, 42;BK-M82B-42;H;Mountain-100 Black; 42
693;2011-07-01;GB;818.7;HL Mountain Frame - Silver, 48;FR-M94S-52;H;HL Mountain Frame - Silver; 48
703;2011-07-01;GB;722.5949;HL Mountain Frame - Silver, 46;FR-M94S-46;H;HL Mountain Frame - Silver; 46
707;2011-07-01;GB;4049.988;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
708;2011-07-01;GB;2024.994;Mountain-100 Black, 48;BK-M82B-48;H;Mountain-100 Black; 48
715;2011-07-01;GB;4049.988;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
721;2011-07-01;GB;1429.4086;HL Mountain Frame - Black, 38;FR-M94B-38;H;HL Mountain Frame - Black; 38
725;2011-07-01;GB;2146.962;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
730;2011-07-01;GB;10124.97;Mountain-100 Black, 44;BK-M82B-44;H;Mountain-100 Black; 44
735;2011-07-01;GB;2039.994;Mountain-100 Silver, 38;BK-M82S-38;H;Mountain-100 Silver; 38
741;2011-07-01;GB;4079.988;Mountain-100 Silver, 44;BK-M82S-44;H;Mountain-100 Silver; 44
743;2011-07-01;GB;4079.988;Mountain-100 Silver, 42;BK-M82S-42;H;Mountain-100 Silver; 42
744;2011-07-01;GB;4293.924;Road-150 Red, 56;BK-R93R-56;H;Road-150 Red; 56
749;2011-07-01;GB;838.9178;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
753;2011-07-01;GB;183.9382;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
758;2011-07-01;GB;183.9382;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
762;2011-07-01;GB;1258.3767;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
765;2011-07-01;GB;419.4589;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
766;2011-07-01;GB;838.9178;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
779;2011-07-01;GB;183.9382;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
783;2011-07-01;GB;838.9178;Road-650 Red, 62;BK-R50R-62;L;Road-650 Red; 62
785;2011-07-01;GB;419.4589;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
803;2011-07-01;GB;2097.2945;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
804;2011-07-01;GB;838.9178;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
806;2011-07-01;GB;1677.8356;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
807;2011-07-01;GB;367.8764;LL Road Frame - Red, 62;FR-R38R-62;L;LL Road Frame - Red; 62
811;2011-07-01;GB;838.9178;Road-650 Red, 48;BK-R50R-48;L;Road-650 Red; 48
813;2011-07-01;GB;178.5808;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
814;2011-07-01;GB;357.1616;LL Road Frame - Black, 58;FR-R38B-58;L;LL Road Frame - Black; 58
820;2011-07-01;GB;735.7528;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
824;2011-07-01;GB;1258.3767;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
834;2011-07-01;GB;1258.3767;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
835;2011-07-01;GB;419.4589;Road-650 Red, 48;BK-R50R-48;L;Road-650 Red; 48
837;2011-07-01;GB;367.8764;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
838;2011-07-01;GB;178.5808;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
839;2011-07-01;GB;419.4589;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
847;2011-07-01;GB;2097.2945;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
848;2011-07-01;GB;838.9178;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
858;2011-07-01;GB;367.8764;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
860;2011-07-01;GB;838.9178;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
873;2011-07-01;GB;419.4589;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
876;2011-07-01;GB;1258.3767;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
883;2011-07-01;GB;419.4589;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
890;2011-07-01;GB;183.9382;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
893;2011-07-01;GB;838.9178;Road-650 Red, 62;BK-R50R-62;L;Road-650 Red; 62
905;2011-07-01;GB;419.4589;Road-650 Red, 52;BK-R50R-52;L;Road-650 Red; 52
906;2011-07-01;GB;357.1616;LL Road Frame - Black, 52;FR-R38B-52;L;LL Road Frame - Black; 52
908;2011-07-01;GB;419.4589;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
918;2011-07-01;GB;183.9382;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
927;2011-07-01;GB;1258.3767;Road-650 Black, 44;BK-R50B-44;L;Road-650 Black; 44
928;2011-07-01;GB;367.8764;LL Road Frame - Red, 44;FR-R38R-44;L;LL Road Frame - Red; 44
935;2011-07-01;GB;2936.2123;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
937;2011-07-01;GB;892.904;LL Road Frame - Black, 58;FR-R38B-58;L;LL Road Frame - Black; 58
939;2011-07-01;GB;1258.3767;Road-650 Black, 60;BK-R50B-60;L;Road-650 Black; 60
944;2011-07-01;GB;838.9178;Road-650 Black, 52;BK-R50B-52;L;Road-650 Black; 52
957;2011-07-01;GB;419.4589;Road-650 Black, 58;BK-R50B-58;L;Road-650 Black; 58
961;2011-07-01;GB;838.9178;Road-650 Red, 62;BK-R50R-62;L;Road-650 Red; 62
963;2011-07-01;GB;367.8764;LL Road Frame - Red, 62;FR-R38R-62;L;LL Road Frame - Red; 62
969;2011-07-01;GB;183.9382;LL Road Frame - Red, 60;FR-R38R-60;L;LL Road Frame - Red; 60
974;2011-07-01;GB;838.9178;Road-650 Red, 44;BK-R50R-44;L;Road-650 Red; 44
975;2011-07-01;GB;1677.8356;Road-650 Red, 60;BK-R50R-60;L;Road-650 Red; 60
983;2011-07-01;GB;367.8764;LL Road Frame - Red, 48;FR-R38R-48;L;LL Road Frame - Red; 48
994;2011-07-01;GB;2097.2945;Road-650 Red, 62;BK-R50R-62;L;Road-650 Red; 62
