Date de commande;Identifiant du pays;Revenu;Identifiant du produit;Nom du produit;Taille;Identifiant de classe;Nom de classe
2013-12-31;CA;1204.692;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-12-31;CA;1204.692;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-12-31;CA;602.346;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-12-31;CA;5864.04;BK-R89B-58;Road-250 Black;58;H;High
2013-12-31;CA;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;CA;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;CA;2409.384;FR-T98U-60;HL Touring Frame - Blue;60;H;High
2013-12-31;CA;5721.768;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;CA;8582.652;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;CA;4291.326;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;FR;1430.442;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;FR;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;FR;1807.038;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-12-31;FR;7152.21;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;FR;8582.652;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;FR;2932.02;BK-R89R-58;Road-250 Red;58;H;High
2013-12-31;FR;1466.01;BK-R89R-58;Road-250 Red;58;H;High
2013-12-31;FR;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;FR;1466.01;BK-R89R-58;Road-250 Red;58;H;High
2013-12-31;FR;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;FR;1430.442;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;FR;5864.04;BK-R89B-58;Road-250 Black;58;H;High
2013-12-31;FR;1204.692;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-12-31;FR;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;FR;602.346;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-12-31;FR;4291.326;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;FR;2860.884;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;FR;10013.094;BK-T79U-60;Touring-1000 Blue;60;H;High
2013-12-31;FR;10013.094;BK-T79Y-60;Touring-1000 Yellow;60;H;High
2013-12-31;FR;1807.038;FR-T98Y-60;HL Touring Frame - Yellow;60;H;High
2013-01-08;FR;782.99;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-14;CA;782.99;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-21;FR;782.99;BK-R50B-60;Road-650 Black;60;L;Low
2013-01-28;CA;939.588;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;CA;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-01-28;CA;1409.382;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;CA;2818.764;BK-R50B-60;Road-650 Black;60;L;Low
2013-01-28;CA;939.588;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;CA;1409.382;BK-R50R-62;Road-650 Red;62;L;Low
2013-01-28;CA;809.328;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-01-28;CA;1879.176;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;CA;1011.66;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-01-28;CA;2348.97;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;CA;1879.176;BK-R50R-60;Road-650 Red;60;L;Low
2013-01-28;CA;551.8146;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-01-28;CA;939.588;BK-R50R-62;Road-650 Red;62;L;Low
2013-01-28;CA;939.588;BK-R50R-60;Road-650 Red;60;L;Low
2013-01-28;CA;469.794;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;CA;2348.97;BK-R50R-60;Road-650 Red;60;L;Low
2013-01-28;CA;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-01-28;CA;469.794;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;FR;2348.97;BK-R50R-60;Road-650 Red;60;L;Low
2013-01-28;FR;1879.176;BK-R50R-62;Road-650 Red;62;L;Low
2013-01-28;FR;183.9382;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-01-28;FR;939.588;BK-R50B-62;Road-650 Black;62;L;Low
2013-01-28;FR;3288.558;BK-R50B-60;Road-650 Black;60;L;Low
2013-01-28;FR;3758.352;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;FR;183.9382;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-01-28;FR;3758.352;BK-R50R-60;Road-650 Red;60;L;Low
2013-01-28;FR;2818.764;BK-R50R-62;Road-650 Red;62;L;Low
2013-01-28;FR;939.588;BK-R50R-62;Road-650 Red;62;L;Low
2013-01-28;FR;3288.558;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;FR;2818.764;BK-R50R-58;Road-650 Red;58;L;Low
2013-01-28;FR;939.588;BK-R50R-60;Road-650 Red;60;L;Low
2013-01-28;FR;939.588;BK-R50R-62;Road-650 Red;62;L;Low
2013-01-28;FR;939.588;BK-R50R-62;Road-650 Red;62;L;Low
2013-01-28;FR;469.794;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;FR;2348.97;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-28;FR;939.588;BK-R50B-58;Road-650 Black;58;L;Low
2013-01-29;FR;782.99;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-23;CA;782.99;BK-R50B-60;Road-650 Black;60;L;Low
2013-02-28;CA;3288.558;BK-R50B-60;Road-650 Black;60;L;Low
2013-02-28;CA;2348.97;BK-R50B-62;Road-650 Black;62;L;Low
2013-02-28;CA;469.794;BK-R50R-62;Road-650 Red;62;L;Low
2013-02-28;CA;939.588;BK-R50B-60;Road-650 Black;60;L;Low
2013-02-28;CA;2818.764;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-28;CA;919.691;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-02-28;CA;606.996;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-02-28;CA;1011.66;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-02-28;CA;469.794;BK-R50R-62;Road-650 Red;62;L;Low
2013-02-28;CA;809.328;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-02-28;CA;1011.66;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-02-28;CA;5449.6104;BK-R50R-62;Road-650 Red;62;L;Low
2013-02-28;CA;2818.764;BK-R50R-62;Road-650 Red;62;L;Low
2013-02-28;CA;939.588;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-28;CA;1409.382;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-28;CA;469.794;BK-R50B-62;Road-650 Black;62;L;Low
2013-02-28;CA;939.588;BK-R50B-60;Road-650 Black;60;L;Low
2013-02-28;CA;469.794;BK-R50B-60;Road-650 Black;60;L;Low
2013-02-28;CA;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-02-28;CA;183.9382;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-02-28;CA;202.332;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-02-28;CA;1879.176;BK-R50B-60;Road-650 Black;60;L;Low
2013-02-28;CA;469.794;BK-R50R-60;Road-650 Red;60;L;Low
2013-02-28;CA;183.9382;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-02-28;CA;404.664;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-02-28;CA;1409.382;BK-R50B-60;Road-650 Black;60;L;Low
2013-02-28;CA;202.332;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-02-28;CA;939.588;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-28;FR;1409.382;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-28;FR;1409.382;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-28;FR;1409.382;BK-R50R-62;Road-650 Red;62;L;Low
2013-02-28;FR;1879.176;BK-R50R-60;Road-650 Red;60;L;Low
2013-02-28;FR;3288.558;BK-R50R-60;Road-650 Red;60;L;Low
2013-02-28;FR;2348.97;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-28;FR;469.794;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-28;FR;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-02-28;FR;469.794;BK-R50B-62;Road-650 Black;62;L;Low
2013-02-28;FR;469.794;BK-R50B-60;Road-650 Black;60;L;Low
2013-02-28;FR;1213.992;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-02-28;FR;551.8146;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-02-28;FR;183.9382;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-02-28;FR;202.332;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-02-28;FR;469.794;BK-R50R-62;Road-650 Red;62;L;Low
2013-02-28;FR;1409.382;BK-R50B-60;Road-650 Black;60;L;Low
2013-02-28;FR;404.664;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-02-28;FR;2818.764;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-28;FR;3288.558;BK-R50R-62;Road-650 Red;62;L;Low
2013-02-28;FR;1879.176;BK-R50R-60;Road-650 Red;60;L;Low
2013-02-28;FR;1879.176;BK-R50B-58;Road-650 Black;58;L;Low
2013-02-28;FR;404.664;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-02-28;FR;404.664;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-02-28;FR;2818.764;BK-R50R-62;Road-650 Red;62;L;Low
2013-02-28;FR;1879.176;BK-R50R-62;Road-650 Red;62;L;Low
2013-02-28;FR;469.794;BK-R50B-60;Road-650 Black;60;L;Low
2013-02-28;FR;939.588;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-03;FR;782.99;BK-R50R-58;Road-650 Red;58;L;Low
2013-03-18;FR;782.99;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-19;FR;782.99;BK-R50B-60;Road-650 Black;60;L;Low
2013-03-20;FR;782.99;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-22;FR;782.99;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-25;CA;782.99;BK-R50R-58;Road-650 Red;58;L;Low
2013-03-30;CA;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;CA;202.332;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-03-30;CA;469.794;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;CA;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;CA;469.794;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;CA;469.794;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;CA;469.794;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;CA;1409.382;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-30;CA;1879.176;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;CA;469.794;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;CA;469.794;BK-R50B-60;Road-650 Black;60;L;Low
2013-03-30;CA;939.588;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-30;CA;1879.176;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;CA;551.8146;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-03-30;CA;202.332;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-03-30;CA;939.588;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;CA;202.332;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-03-30;CA;939.588;BK-R50R-58;Road-650 Red;58;L;Low
2013-03-30;CA;202.332;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-03-30;CA;1409.382;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-30;CA;469.794;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-30;CA;367.8764;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-03-30;CA;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;CA;809.328;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-03-30;CA;809.328;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-03-30;CA;1879.176;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;CA;1409.382;BK-R50B-62;Road-650 Black;62;L;Low
2013-03-30;CA;1879.176;BK-R50R-58;Road-650 Red;58;L;Low
2013-03-30;CA;1879.176;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-30;CA;939.588;BK-R50B-62;Road-650 Black;62;L;Low
2013-03-30;FR;1879.176;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;1879.176;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-30;FR;939.588;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;FR;469.794;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;3758.352;BK-R50B-62;Road-650 Black;62;L;Low
2013-03-30;FR;1409.382;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;FR;469.794;BK-R50R-58;Road-650 Red;58;L;Low
2013-03-30;FR;606.996;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-03-30;FR;809.328;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-03-30;FR;469.794;BK-R50B-60;Road-650 Black;60;L;Low
2013-03-30;FR;2348.97;BK-R50B-60;Road-650 Black;60;L;Low
2013-03-30;FR;5449.6104;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;606.996;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-03-30;FR;367.8764;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-03-30;FR;1011.66;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-03-30;FR;404.664;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-03-30;FR;606.996;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-03-30;FR;2818.764;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;FR;809.328;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-03-30;FR;469.794;BK-R50B-60;Road-650 Black;60;L;Low
2013-03-30;FR;202.332;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-03-30;FR;809.328;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-03-30;FR;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;FR;1879.176;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;1409.382;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;1879.176;BK-R50R-58;Road-650 Red;58;L;Low
2013-03-30;FR;469.794;BK-R50B-60;Road-650 Black;60;L;Low
2013-03-30;FR;939.588;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;939.588;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-30;FR;2818.764;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;939.588;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;469.794;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-30;FR;202.332;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-03-30;FR;1879.176;BK-R50B-58;Road-650 Black;58;L;Low
2013-03-30;FR;1879.176;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;939.588;BK-R50B-60;Road-650 Black;60;L;Low
2013-03-30;FR;469.794;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;FR;1409.382;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;809.328;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-03-30;FR;469.794;BK-R50B-60;Road-650 Black;60;L;Low
2013-03-30;FR;939.588;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;939.588;BK-R50R-60;Road-650 Red;60;L;Low
2013-03-30;FR;1879.176;BK-R50R-62;Road-650 Red;62;L;Low
2013-03-30;FR;551.8146;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-03-30;FR;404.664;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-03-30;FR;2818.764;BK-R50B-60;Road-650 Black;60;L;Low
2013-03-30;FR;469.794;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-03;FR;782.99;BK-R50R-58;Road-650 Red;58;L;Low
2013-04-04;CA;782.99;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-10;FR;782.99;BK-R50B-62;Road-650 Black;62;L;Low
2013-04-14;FR;782.99;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-24;CA;782.99;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-27;CA;782.99;BK-R50R-58;Road-650 Red;58;L;Low
2013-04-29;CA;782.99;BK-R50B-60;Road-650 Black;60;L;Low
2013-04-30;CA;1879.176;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;CA;1011.66;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-04-30;CA;469.794;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;CA;469.794;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-30;CA;1011.66;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-04-30;CA;367.8764;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;CA;2818.764;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;CA;469.794;BK-R50B-60;Road-650 Black;60;L;Low
2013-04-30;CA;2151.4636;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-04-30;CA;1879.176;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;CA;1879.176;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;183.9382;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;CA;1409.382;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;1409.382;BK-R50B-60;Road-650 Black;60;L;Low
2013-04-30;CA;939.588;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;4228.146;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;CA;606.996;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-04-30;CA;2818.764;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;1879.176;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;CA;469.794;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;469.794;BK-R50R-58;Road-650 Red;58;L;Low
2013-04-30;CA;1409.382;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;735.7528;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;CA;2818.764;BK-R50R-58;Road-650 Red;58;L;Low
2013-04-30;CA;2818.764;BK-R50B-62;Road-650 Black;62;L;Low
2013-04-30;CA;469.794;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;CA;735.7528;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;CA;4995.4762;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;469.794;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-30;CA;469.794;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;469.794;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;CA;367.8764;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;CA;809.328;FR-R38R-60;LL Road Frame - Red;60;L;Low
2013-04-30;CA;1409.382;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;5449.6104;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-30;CA;202.332;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-04-30;CA;939.588;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;CA;551.8146;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;CA;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;CA;469.794;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-30;FR;4995.4762;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;FR;367.8764;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;FR;183.9382;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;FR;183.9382;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;FR;939.588;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-30;FR;1879.176;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;FR;1879.176;BK-R50B-60;Road-650 Black;60;L;Low
2013-04-30;FR;1409.382;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-30;FR;1879.176;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-30;FR;919.691;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;FR;1409.382;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-30;FR;1409.382;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;FR;469.794;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-30;FR;183.9382;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;FR;3758.352;BK-R50R-58;Road-650 Red;58;L;Low
2013-04-30;FR;469.794;BK-R50B-62;Road-650 Black;62;L;Low
2013-04-30;FR;183.9382;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;FR;1409.382;BK-R50B-60;Road-650 Black;60;L;Low
2013-04-30;FR;919.691;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-04-30;FR;469.794;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;FR;469.794;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;FR;1409.382;BK-R50B-62;Road-650 Black;62;L;Low
2013-04-30;FR;1879.176;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;FR;809.328;FR-R38R-62;LL Road Frame - Red;62;L;Low
2013-04-30;FR;6357.8788;BK-R50R-60;Road-650 Red;60;L;Low
2013-04-30;FR;939.588;BK-R50B-58;Road-650 Black;58;L;Low
2013-04-30;FR;939.588;BK-R50R-62;Road-650 Red;62;L;Low
2013-04-30;FR;469.794;BK-R50R-62;Road-650 Red;62;L;Low
2013-05-01;FR;782.99;BK-R50R-58;Road-650 Red;58;L;Low
2013-05-06;CA;782.99;BK-R50B-58;Road-650 Black;58;L;Low
2013-05-16;FR;782.99;BK-R50B-62;Road-650 Black;62;L;Low
2013-05-20;FR;782.99;BK-R50B-62;Road-650 Black;62;L;Low
2013-05-30;CA;606.996;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-05-30;CA;323.994;BK-R19B-58;Road-750 Black;58;L;Low
2013-05-30;CA;971.982;BK-R19B-58;Road-750 Black;58;L;Low
2013-05-30;CA;2004.345;BK-T18Y-58;Touring-3000 Yellow;58;L;Low
2013-05-30;CA;334.0575;BK-T18U-58;Touring-3000 Blue;58;L;Low
2013-05-30;CA;668.115;BK-T18Y-62;Touring-3000 Yellow;62;L;Low
2013-05-30;CA;334.0575;BK-T18Y-62;Touring-3000 Yellow;62;L;Low
2013-05-30;CA;1127.5056;BK-R50R-62;Road-650 Red;62;L;Low
2013-05-30;CA;400.104;FR-T67Y-58;LL Touring Frame - Yellow;58;L;Low
2013-05-30;CA;4676.805;BK-T18Y-62;Touring-3000 Yellow;62;L;Low
2013-05-30;CA;800.208;FR-T67Y-62;LL Touring Frame - Yellow;62;L;Low
2013-05-30;CA;1002.1725;BK-T18U-58;Touring-3000 Blue;58;L;Low
2013-05-30;CA;1619.97;BK-R19B-58;Road-750 Black;58;L;Low
2013-05-30;CA;404.664;FR-R38B-60;LL Road Frame - Black;60;L;Low
2013-05-30;CA;1295.976;BK-R19B-58;Road-750 Black;58;L;Low
2013-05-30;CA;668.115;BK-T18Y-62;Touring-3000 Yellow;62;L;Low
2013-05-30;CA;1336.23;BK-T18U-62;Touring-3000 Blue;62;L;Low
2013-05-30;CA;334.0575;BK-T18U-58;Touring-3000 Blue;58;L;Low
2013-05-30;CA;647.988;BK-R19B-58;Road-750 Black;58;L;Low
2013-05-30;CA;202.332;FR-R38B-60;LL Road Frame - Black;60;L;Low
2013-05-30;CA;202.332;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-05-30;CA;404.664;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-05-30;FR;404.664;FR-R38B-60;LL Road Frame - Black;60;L;Low
2013-05-30;FR;404.664;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-05-30;FR;334.0575;BK-T18Y-58;Touring-3000 Yellow;58;L;Low
2013-05-30;FR;800.208;FR-T67Y-62;LL Touring Frame - Yellow;62;L;Low
2013-05-30;FR;400.104;FR-T67Y-58;LL Touring Frame - Yellow;58;L;Low
2013-05-30;FR;3484.239;FR-T67Y-62;LL Touring Frame - Yellow;62;L;Low
2013-05-30;FR;606.996;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-05-30;FR;334.0575;BK-T18Y-58;Touring-3000 Yellow;58;L;Low
2013-05-30;FR;404.664;FR-R38B-60;LL Road Frame - Black;60;L;Low
2013-05-30;FR;1295.976;BK-R19B-58;Road-750 Black;58;L;Low
2013-05-30;FR;1336.23;BK-T18Y-62;Touring-3000 Yellow;62;L;Low
2013-05-30;FR;334.0575;BK-T18U-58;Touring-3000 Blue;58;L;Low
2013-06-02;CA;539.99;BK-R19B-58;Road-750 Black;58;L;Low
2013-06-08;FR;742.35;BK-T18Y-58;Touring-3000 Yellow;58;L;Low
2013-06-20;FR;539.99;BK-R19B-58;Road-750 Black;58;L;Low
2013-06-29;FR;539.99;BK-R19B-58;Road-750 Black;58;L;Low
2013-06-30;CA;1011.66;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-06-30;CA;971.982;BK-R19B-58;Road-750 Black;58;L;Low
2013-06-30;CA;1336.23;BK-T18U-58;Touring-3000 Blue;58;L;Low
2013-06-30;CA;334.0575;BK-T18Y-58;Touring-3000 Yellow;58;L;Low
2013-06-30;CA;600.156;FR-T67Y-58;LL Touring Frame - Yellow;58;L;Low
2013-06-30;CA;323.994;BK-R19B-58;Road-750 Black;58;L;Low
2013-06-30;CA;668.115;BK-T18U-58;Touring-3000 Blue;58;L;Low
2013-06-30;CA;1213.992;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-06-30;CA;1416.324;FR-R38B-60;LL Road Frame - Black;60;L;Low
2013-06-30;CA;1000.26;FR-T67Y-58;LL Touring Frame - Yellow;58;L;Low
2013-06-30;CA;668.115;BK-T18U-58;Touring-3000 Blue;58;L;Low
2013-06-30;CA;1691.2584;BK-R50R-62;Road-650 Red;62;L;Low
2013-06-30;CA;1000.26;FR-T67Y-62;LL Touring Frame - Yellow;62;L;Low
2013-06-30;CA;200.052;FR-T67Y-58;LL Touring Frame - Yellow;58;L;Low
2013-06-30;CA;647.988;BK-R19B-58;Road-750 Black;58;L;Low
2013-06-30;CA;404.664;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-06-30;CA;1002.1725;BK-T18Y-62;Touring-3000 Yellow;62;L;Low
2013-06-30;CA;404.664;FR-R38B-58;LL Road Frame - Black;58;L;Low
2013-06-30;CA;200.052;FR-T67Y-58;LL Touring Frame - Yellow;58;L;Low
2013-06-30;CA;668.115;BK-T18Y-58;Touring-3000 Yellow;58;L;Low
2013-06-30;CA;1295.976;BK-R19B-58;Road-750 Black;58;L;Low
